,links,names,Type,Duration,Price,difficulty,Description,platform
73,https://online-learning.harvard.edu/course/crisis-management-adaptive-recovery-resiliency-and-moving-forward-webinar?delta=0,"Crisis Management: Adaptive Recovery, Resiliency, and Moving Forward Webinar",Social Sciences,self paced,Free*,Introductory,"The Crisis Management: Adaptive Recovery, Resiliency, and Moving Forward webinar features a presentation from Harvard Kennedy School Professor Juliette Kayyem. This free webinar relates to concepts covered in the Leadership in Crises: Preparation and Performance executive program. To gain more insights into how to prepare for and respond to crises more effectively, consider applying for the executive program today.",edX
74,https://online-learning.harvard.edu/course/global-feminism-21st-century-webinar?delta=0,Global Feminism in the 21st Century Webinar,Social Sciences,self paced,Free*,Introductory,"The Global Feminism in the 21st Century webinar features a presentation from Harvard Kennedy School Professor Zoe Marks. This free webinar relates to concepts covered in the Women and Power: Leadership in a New World executive program. To explore more of the multi-dimensional issues faced by women executives and build essential leadership skills, consider applying for the executive program today.",edX
75,https://online-learning.harvard.edu/course/women-making-history-ten-objects-many-stories?delta=3,"Women Making History: Ten Objects, Many Stories",Humanities,self paced,Free*,Introductory,"As we approach the centennial of the passage of women’s suffrage in 1920, there has been a recent burst of activism among American women. Women are running for political office in record numbers. Women are organizing and taking to the streets to demand change. Women are grappling with inclusion and intersectionality.",edX
76,https://online-learning.harvard.edu/course/super-earths-and-life?delta=0,Super-Earths and Life,Science,self paced,Free*,Introductory,"Super-Earths and Life is a course about alien life, how we search for it, and what this teaches us about our place in the universe.",edX
77,https://online-learning.harvard.edu/course/better-balance-0?delta=0,Better Balance,Health & Medicine,self paced,$30,Introductory,"The health experts at Harvard Medical School created a step-by-step Better Balance Online Course that pinpoints the specific causes of balance problems and tells and shows you exactly how you can become steadier on your feet, no matter what your age!",edX
78,https://online-learning.harvard.edu/course/fighting-inflammation-0?delta=0,Fighting Inflammation,Health & Medicine,self paced,$30,Introductory,The Fighting Inflammation Online Course presented by Harvard Health Publishing is so easy to use! ,edX
79,https://online-learning.harvard.edu/course/fundamentals-tinyml?delta=0,Fundamentals of TinyML,Computer Science,self paced,Free*,Introductory,What do you know about TinyML? Tiny Machine Learning (TinyML) is one of the fastest-growing areas of Deep Learning and is rapidly becoming more accessible. This course provides a foundation for you to understand this emerging field.,edX
80,https://online-learning.harvard.edu/course/modern-masterpieces-world-literature?delta=2,Modern Masterpieces of World Literature,Humanities,self paced,Free*,Introductory,"Based on the second half of the Masterpieces of World Literature edX MOOC, this short literature course examines how writers reach beyond national and linguistic boundaries as worldly readers and travelers, and how their modern fictions rise to the status of world literature.",edX
81,https://online-learning.harvard.edu/course/applications-tinyml?delta=0,Applications of TinyML,Computer Science,self paced,Free*,Intermediate,Do you know what happens when you say “OK Google” to a Google device? Is your Google Home always listening?,edX
82,https://online-learning.harvard.edu/course/ancient-masterpieces-world-literature?delta=2,Ancient Masterpieces of World Literature,Humanities,self paced,Free*,Introductory,"This short literature course, based on the first half of the Masterpieces of World Literature edX MOOC, examines how civilizations and cultures of the ancient world defined themselves through literature and how that literature has continued to contribute to our understanding of those civilizations and cultures today.",edX
83,https://online-learning.harvard.edu/course/deploying-tinyml?delta=0,Deploying TinyML,Computer Science,self paced,Free*,Intermediate,"Have you wanted to build a TinyML device? In Deploying TinyML, you will learn the software, write the code, and deploy the model to your own tiny microcontroller-based device. Before you know it, you’ll be implementing an entire TinyML application.",edX
84,https://online-learning.harvard.edu/course/masterpieces-of-world-literature?delta=3,Masterpieces of World Literature,Humanities,self paced,Free*,Introductory,This literature course explores how great writers refract their world and how their works are transformed when they intervene in our global cultural landscape today.,edX
85,https://online-learning.harvard.edu/course/data-science-capstone?delta=3,Data Science: Capstone,Data Science,self paced,Free*,Introductory,"To become an expert data scientist you need practice and experience. By completing this capstone project you will get an opportunity to apply the knowledge and skills in R data analysis that you have gained throughout the series. This final project will test your skills in data visualization, probability, inference and modeling, data wrangling, data organization, regression, and machine learning.",edX
86,https://online-learning.harvard.edu/course/science-and-cooking?delta=3,Science & Cooking: From Haute Cuisine to Soft Matter Science (chemistry),Science,self paced,Free*,Introductory,"During each week of this course, chefs reveal the secrets behind some of their most famous culinary creations — often right in their own restaurants. Inspired by such cooking mastery, the Harvard team will then explain the science behind the recipe.",edX
87,https://online-learning.harvard.edu/course/science-cooking-haute-cuisine-soft-matter-science-physics?delta=3,Science & Cooking: From Haute Cuisine to Soft Matter Science (physics),Science,self paced,Free*,Introductory,"In this course, which investigates physical transformations in food, we will be visited by world-famous chefs who use a number of different styles and techniques in their cooking. Each chef will demonstrate how he or she prepares delicious and interesting creations, and we will explore how fundamental scientific principles make them possible.",edX
88,https://online-learning.harvard.edu/course/shakespeares-othello-moor?delta=3,Shakespeare’s Othello: The Moor,Humanities,self paced,Free*,Introductory,"In this course, we'll read William Shakespeare’s Othello and discuss the play from a variety of perspectives. The goal of the course is not to cover everything that has been written on Othello. Rather, it is to find a single point of entry to help us think about the play as a whole. Our entry point is storytelling.  We'll look at the ways in which Shakespeare's characters tell stories within the play––about themselves, to themselves, and to each other. We'll consider, too, how actors, directors, composers, and other artists tell stories through Othello in performance. By focusing on storytelling, we can see how the play grapples with larger issues including power, identity, and the boundary between fact and fiction. From lectures filmed on-location in Venice, London, and Stratford-upon Avon to conversations with artists, academics, and librarians at Harvard, students will have unprecedented access to a range of resources for ""unlocking"" Shakespeare's classic play.",edX
89,https://online-learning.harvard.edu/course/food-fermentation-science-cooking-microbes?delta=0,Food Fermentation: The Science of Cooking with Microbes,Science,self paced,Free*,Introductory,"What’s living in your food? Many of the foods that we consume daily owe their distinct characteristics and flavors to microbes, specifically through a biochemical process of fermentation (using bacteria, fungi, and other microorganisms to produce diverse foods). Gourmands and everyday consumers can quickly name some of the most popular fermented foods we consume—beer, yogurt, pickles—but, what about that coffee you drank this morning, or the chocolate bar you are saving for later?",edX
90,https://online-learning.harvard.edu/course/data-science-capstone?delta=3,Data Science: Capstone,Data Science,self paced,Free*,Introductory,"To become an expert data scientist you need practice and experience. By completing this capstone project you will get an opportunity to apply the knowledge and skills in R data analysis that you have gained throughout the series. This final project will test your skills in data visualization, probability, inference and modeling, data wrangling, data organization, regression, and machine learning.",edX
91,https://online-learning.harvard.edu/course/science-and-cooking?delta=3,Science & Cooking: From Haute Cuisine to Soft Matter Science (chemistry),Science,self paced,Free*,Introductory,"During each week of this course, chefs reveal the secrets behind some of their most famous culinary creations — often right in their own restaurants. Inspired by such cooking mastery, the Harvard team will then explain the science behind the recipe.",edX
92,https://online-learning.harvard.edu/course/shakespeares-othello-moor?delta=3,Shakespeare’s Othello: The Moor,Humanities,self paced,Free*,Introductory,"In this course, we'll read William Shakespeare’s Othello and discuss the play from a variety of perspectives. The goal of the course is not to cover everything that has been written on Othello. Rather, it is to find a single point of entry to help us think about the play as a whole. Our entry point is storytelling.  We'll look at the ways in which Shakespeare's characters tell stories within the play––about themselves, to themselves, and to each other. We'll consider, too, how actors, directors, composers, and other artists tell stories through Othello in performance. By focusing on storytelling, we can see how the play grapples with larger issues including power, identity, and the boundary between fact and fiction. From lectures filmed on-location in Venice, London, and Stratford-upon Avon to conversations with artists, academics, and librarians at Harvard, students will have unprecedented access to a range of resources for ""unlocking"" Shakespeare's classic play.",edX
93,https://online-learning.harvard.edu/course/science-cooking-haute-cuisine-soft-matter-science-physics?delta=3,Science & Cooking: From Haute Cuisine to Soft Matter Science (physics),Science,self paced,Free*,Introductory,"In this course, which investigates physical transformations in food, we will be visited by world-famous chefs who use a number of different styles and techniques in their cooking. Each chef will demonstrate how he or she prepares delicious and interesting creations, and we will explore how fundamental scientific principles make them possible.",edX
94,https://online-learning.harvard.edu/course/managing-happiness?delta=0,Managing Happiness,Business,self paced,Free*,Introductory,What is happiness? What makes you happy?’ Can you get happier through study and effort? ,edX
95,https://online-learning.harvard.edu/course/webinar-supply-chain-management-failures-and-success-covid-19-world?delta=0,Webinar: Supply Chain Management: Failures and Success in a COVID-19 World,Social Sciences,self paced,Free*,Introductory,"The “Supply Chain Management” webinar features a presentation from Harvard Kennedy School Public Policy lecturer Mark Fagan. This free webinar relates to concepts covered in the Delivering Public Services: Efficieny, Equity, and Quality executive program. To gain more insights into how to improve the quality of the services you provide at a lower cost, apply for the executive program today.",edX
96,https://online-learning.harvard.edu/course/webinar-managing-covid-19-americas-africa-and-middle-east?delta=0,"Webinar: Managing COVID-19 in the Americas, Africa, and the Middle East",Social Sciences,self paced,Free*,Introductory,"The “Managing COVID-19 in the Americas, Africa, and the Middle East” webinar features a presentation from Harvard Kennedy School Professor Ricardo Hausmann. This free webinar relates to concepts covered in the Leading Economic Growth executive program. To gain more insights into how to improve economic policy, apply for the executive program today.",edX
97,https://online-learning.harvard.edu/course/cs50s-introduction-programming-python?delta=0,CS50's Introduction to Programming with Python,Programming,self paced,Free*,Introductory,"An introduction to programming using a language called Python. Learn how to read and write code as well as how to test and ""debug"" it. Designed for students with and without prior programming experience who'd like to learn Python specifically. Learn about functions, arguments, and return values (oh my!); variables and types; conditions and Boolean expressions; loops; and objects and methods. Plus exceptions, file I/O, and libraries. Hands-on opportunities for lots of practice. Exercises inspired by real-world programming problems.",edX
98,https://online-learning.harvard.edu/course/prescription-drug-regulation-cost-and-access-current-controversies-context?delta=0,"Prescription Drug Regulation, Cost, and Access: Current Controversies in Context",Health & Medicine,self paced,Free*,Introductory,Prescription drugs are among the most common health care interventions and have turned many once-fatal diseases into manageable conditions — but they have also been a growing source of controversy. Patients and physicians in the US struggle with increasing costs and express concerns about why certain conditions like Alzheimer’s disease remain without therapeutic options.,edX
99,https://online-learning.harvard.edu/course/stress-management?delta=0,Stress Management,Health & Medicine,self paced,$30,Introductory,This Harvard Health Publishing course gives you the tools you need to build a powerful shield to protect yourself from stress and its effects.,edX
100,https://online-learning.harvard.edu/course/webinar-harnessing-power-positive-impact?delta=0,Webinar: Harnessing Power for Positive Impact,Social Sciences,self paced,Free*,Introductory,"The “Harnessing Power” webinar features a presentation from Harvard Kennedy School's (HKS) Julie Battilana. This free webinar relates to concepts covered in HKS executive programs. To learn more about the executive programs available, visit http://www.hks.harvard.edu/ee today.",edX
101,https://online-learning.harvard.edu/course/japanese-books-manuscript-print?delta=1,Japanese Books: From Manuscript to Print,Humanities,self paced,Free*,Introductory,"This course expands the definition of the “book” to include scrolls and albums, focusing on the reading experience of a variety of formats in Japan. You will begin by examining rare and beautifully preserved manuscripts in the Harvard Art Museums in an introduction exploring the material properties of Japanese books and scrolls, binding techniques, and important terminology. An examination of the illustrated scroll comes next, through a unit on the short story and visual storytelling in premodern Japan. The course concludes with The Tale of Genji , an overview of how this celebrated epic from the eleventh century was read and illustrated in every conceivable format, from scroll, to album, to printed book, into the modern era.",edX
102,https://online-learning.harvard.edu/course/ph556x-practical-improvement-science-health-care-roadmap-getting-results?delta=1,Practical Improvement Science in Health Care: A Roadmap for Getting Results,Business,self paced,Free*,Introductory,"Developed through a collaboration between HarvardX and the Institute for Healthcare Improvement, PH 556x: Practical Improvement Science in Health Care: A roadmap for getting results will provide learners with the valuable skills and simple, well-tested tools they need to translate promising innovations or evidence into practice. A group of expert faculty will explore a scientific approach to improvement — a practical, rigorous methodology that includes a theory of change, measurable aims, and iterative, incremental small tests of change to determine if improvement concepts can be implemented effectively in practice. Faculty will present this science through the lens of improving health and health care, but will also share examples of how improvement can (and does) influence our daily lives.",edX
103,https://online-learning.harvard.edu/course/strengthening-community-health-worker-programs?delta=1,Strengthening Community Health Worker Programs,Health & Medicine,self paced,Free*,Introductory,"Despite medical and technological advances, half of the world’s population lacks access to essential health services, and over 8.9 million preventable deaths occur every year. There is an acute global shortage of health workers, a gap that will grow to 18 million by 2030. Studies show that training high-performing community health workers can help close these gaps and save more than 3 million lives annually. ",edX
104,https://online-learning.harvard.edu/course/webinar-strategic-fundraising-nonprofit-leaders?delta=0,Webinar: Strategic Fundraising for Nonprofit Leaders,Business,self paced,Free*,Introductory,"Arthur C. Brooks, the William Henry Bloomberg Professor of the Practice of Public Leadership at Harvard Kennedy School and Professor of Management Practice at Harvard Business School, discusses fundraising and development in this webinar recording, originally hosted by HKS Executive Education. ",edX
105,https://online-learning.harvard.edu/course/introduction-data-wise-collaborative-process-improve-learning-teaching?delta=0,Introduction to Data Wise: A Collaborative Process to Improve Learning & Teaching,Education & Teaching,self paced,Free*,Intermediate,"Educators have an ever-increasing stream of data at their fingertips, but knowing how to use this data to improve learning and teaching — how to make it less overwhelming, more useful, and part of an effective collaborative process — can be challenging.",edX
106,https://online-learning.harvard.edu/course/18th-century-opera-handel-mozart?delta=2,18th-Century Opera: Handel & Mozart,Art & Design,self paced,Free*,Introductory,"In this breathtaking course, you'll get to know the music of two beautiful operas — both in their spellbinding artistry and colorful histories.",edX
107,https://online-learning.harvard.edu/course/cell-biology-mitochondria?delta=1,Cell Biology: Mitochondria,Science,self paced,Free*,Introductory,"The cell is a powerful case study to help us explore the functional logic of living systems. All organisms, from single-celled algae to complex multicellular organisms like us, are made up of cells. In this course, you will learn the how and why of biology by exploring the function of the molecular components of cells, and how these cellular components are organized in a complex hierarchy.",edX
108,https://online-learning.harvard.edu/course/19th-century-opera-meyerbeer-wagner-verdi?delta=2,"19th-Century Opera: Meyerbeer, Wagner, & Verdi",Art & Design,self paced,Free*,Introductory,"Travel through central Europe in the 1800s to experience the premieres of Meyerbeer’s Les Huguenots, Wagner’s Das Rheingold, and Verdi’s Otello. A complement to our course on 18th-century opera, you’ll be introduced to opera through an in-depth study of these canonical works. You’ll learn about the musical details of each opera and the cultural influence of the works by understanding the circumstances of its composition, premiere performance, and its legacy and significance today.",edX
109,https://online-learning.harvard.edu/course/fundamentals-neuroscience-part-3-brain?delta=2,"Fundamentals of Neuroscience, Part 3: The Brain",Science,self paced,Free*,Introductory,"The human brain is a fantastically complex system, capable of transforming a torrent of incoming information into thought and action. In this course, we will look at how the various subsystems of the brain work together to enable us to survive and thrive in a changing world.",edX
110,https://online-learning.harvard.edu/course/humanitarian-response-conflict-and-disaster?delta=2,Humanitarian Response to Conflict and Disaster,Health & Medicine,self paced,Free*,Introductory,"From the Syrian refugee crisis to the West Africa Ebola outbreak, humanitarian emergencies have reached unprecedented dimensions and proportions. As need for humanitarian aid grows, how can efforts to alleviate human suffering evolve with it?",edX
111,https://online-learning.harvard.edu/course/fundamentals-neuroscience-part-2-neurons-and-networks?delta=2,"Fundamentals of Neuroscience, Part 2: Neurons and Networks",Science,self paced,Free*,Introductory,"Neurons in isolation are fascinating and complicated, but the real magic of neuroscience happens in the interaction between neurons. In this course, we examine how neurons pass signals to one another and how complex dynamics can result from just a few neurons arranged in relatively simple circuits.",edX
112,https://online-learning.harvard.edu/course/bioethics-law-medicine-and-ethics-reproductive-technologies-and-genetics?delta=2," Bioethics: The Law, Medicine, and Ethics of Reproductive Technologies and Genetics",Humanities,self paced,Free*,Introductory,"Bioethics provides an overview of the legal, medical, and ethical questions around reproduction and human genetics and how to apply legal reasoning to these questions.",edX
113,https://online-learning.harvard.edu/course/united-states-health-policy?delta=0,United States Health Policy,Social Sciences,self paced,Free*,Introductory,"Health care in America can be complicated. Most Americans might not fully understand the basics of the U.S. health care system or health care policies such as the Affordable Care Act (ACA). Featuring some of the nation’s foremost teachers and thought leaders, this course provides students with a basic and thorough understanding of the U.S. health care system focusing on access, quality of care, and costs. Students will learn how the system is structured, how care is organized, delivered, and financed, and the role of the Affordable Care Act in the health care system. Students will understand the U.S. health policy-making structure process at the federal, state, and local levels. Students who complete this course will be able to interpret current controversies around US health policy and develop informed opinions on potential future policy developments. Please note that the content in this course was created prior to the implementation of the ACA.",edX
114,https://online-learning.harvard.edu/course/rhetoric-art-persuasive-writing-and-public-speaking?delta=3,Rhetoric: The Art of Persuasive Writing and Public Speaking,Humanities,self paced,Free*,Introductory,"We are living in a contentious time in history. Fundamental disagreements on critical political issues make it essential to learn how to make an argument and analyze the arguments of others. This ability will help you engage in civil discourse and make effective changes in society. Even outside the political sphere, conveying a convincing message can benefit you throughout your personal, public, and professional lives.",edX
115,https://online-learning.harvard.edu/course/fundamentals-neuroscience-part-1-electrical-properties-neuron?delta=2,"Fundamentals of Neuroscience, Part 1: The Electrical Properties of the Neuron",Science,self paced,Free*,Introductory,Fundamentals of Neuroscience is a three-course series that explores the structure and function of the nervous system—from the inner workings of a single nerve cell to the staggering complexity of the brain and the social interactions they enable.,edX
116,https://online-learning.harvard.edu/course/causal-diagrams-draw-your-assumptions-your-conclusions?delta=2,Causal Diagrams: Draw Your Assumptions Before Your Conclusions,Data Science,self paced,Free*,Introductory,"Causal diagrams have revolutionized the way in which researchers ask: Does X have a causal effect on Y? They have become a key tool for researchers who study the effects of treatments, exposures, and policies. By summarizing and communicating assumptions about the causal structure of a problem, causal diagrams have helped clarify apparent paradoxes, describe common biases, and identify adjustment variables. As a result, a sound understanding of causal diagrams is becoming increasingly important in many scientific disciplines.",edX
117,https://online-learning.harvard.edu/course/backyard-meteorology-science-weather?delta=2,Backyard Meteorology: The Science of Weather,Science,self paced,Free*,Introductory,"The weather forecasts we see every day are based an army of meteorological sensing networks and intensive computer modeling. Before the rise of these technologies, forecasts were made by understanding cloud formations and wind directions.",edX
118,https://online-learning.harvard.edu/course/path-happiness-what-chinese-philosophy-teaches-us-about-good-life?delta=1,The Path to Happiness: What Chinese Philosophy Teaches Us about the Good Life,Humanities,self paced,Free*,Introductory,"Today, finding happiness is about mindfulness and discovering your true self. You may have heard that happiness is found by looking within. Ancient Chinese philosophy challenges all of these modern assumptions. From Confucianism to Daoism, the philosophies developed over two thousand years ago are among the most powerful in human history. ",edX
119,https://online-learning.harvard.edu/course/cs50s-web-programming-python-and-javascript?delta=0,CS50's Web Programming with Python and JavaScript,Programming,self paced,Free*,Intermediate,"Topics include database design, scalability, security, and user experience. Through hands-on projects, you'll learn to write and use APIs, create interactive UIs, and leverage cloud services like GitHub and Heroku. By course's end, you'll emerge with knowledge and experience in principles, languages, and tools that empower you to design and deploy applications on the Internet.",edX
120,https://online-learning.harvard.edu/course/anatomyx-musculoskeletal-cases?delta=3,Human Anatomy: Musculoskeletal Cases,Science,self paced,Free*,Intermediate,Human Anatomy: Musculoskeletal Cases invites students to join medical and basic science faculty at Harvard Medical School (HMS) to learn about musculoskeletal injuries commonly seen in clinical practice. ,edX
121,https://online-learning.harvard.edu/course/us-political-institutions-congress-presidency-courts-and-bureaucracy?delta=3,"U.S. Political Institutions: Congress, Presidency, Courts, and Bureaucracy",Social Sciences,self paced,Free*,Introductory,"How do the three branches of government operate? How is power shared among Congress, the president, and the Supreme Court? What role is played by federal agencies that have no direct constitutional authority of their own?",edX
122,https://online-learning.harvard.edu/course/citizen-politics-america-public-opinion-elections-interest-groups-and-media?delta=3,"Citizen Politics in America: Public Opinion, Elections, Interest Groups, and the Media",Social Sciences,self paced,Free*,Introductory,"Public opinion has a powerful yet inexact influence on elected officials. Politicians risk their careers if they ignore it, yet its power is not easy to capture nor quantify. This course will look at how political parties, campaigns, social movements, special interests, and the news media all play a role in influencing public opinion. ",edX
123,https://online-learning.harvard.edu/course/us-public-policy-social-economic-and-foreign-policies?delta=3,"U.S. Public Policy: Social, Economic, and Foreign Policies",Social Sciences,self paced,Free*,Introductory,"Public policy puts laws into action. The executive branch directs the combined activities of the federal government to address a multitude of problems, from the environment to the economy. The policies of the United States affect social issues, economic growth, taxes, regulation, and foreign affairs. This course will take a broad view of public policy in America but will use specific examples, such as the 2008 economic downturn and climate change, to illustrate the wide-ranging effects of those policies.",edX
124,https://online-learning.harvard.edu/course/exercising-leadership-foundational-principles?delta=1,Exercising Leadership: Foundational Principles,Business,self paced,Free*,Introductory,"The crises of our time generate enormous adaptive challenges for our families, organizations, communities, and societies. The need for leadership that can mobilize people to meet these challenges and improve life is critical.",edX
125,https://online-learning.harvard.edu/course/american-government-constitutional-foundations?delta=3,American Government: Constitutional Foundations,Social Sciences,self paced,Free*,Introductory,"“We the People” are the opening words of the U.S. Constitution, yet the original document did not give citizens much say in the election of their officials. Though some of those issues have been addressed, substantial barriers—gerrymandering, voter registration, and voter ID laws—still restrain the power of the vote. Why? How can a country, founded more than 200 years ago on the ideals of liberty, equality, and individualism, still struggle to empower all of its citizens equally?",edX
126,https://online-learning.harvard.edu/course/international-finance-policy-regulation-and-transactions?delta=0,"International Finance: Policy, Regulation, and Transactions",Social Sciences,self paced,"$2,000",Advanced,"A clear understanding of how the global financial system works and how it is regulated is essential for success in finance-related roles. International Finance: Policy, Regulation, and Transactions (IF) provides an overview of fundamentals and emerging policy issues for the global financial system that will be needed by financial professionals, lawyers and policy makers who wish to advance in their careers.",Executive Education
127,https://online-learning.harvard.edu/course/computer-science-lawyers?delta=0,Computer Science for Lawyers,Social Sciences,self paced,"$2,000",Advanced,"Most attorneys rely on computers, mobile phones, and the cloud every day. But few have an in-depth understanding of how these technologies work or the privacy implications associated with their usage.",Executive Education
128,https://online-learning.harvard.edu/course/data-analysis-life-sciences-5-introduction-bioconductor-annotation-and-analysis-genomes-and?delta=0,Introduction to Bioconductor,Data Science,self paced,Free*,Intermediate,"We begin with an introduction to the relevant biology, explaining what we measure and why. Then we focus on the two main measurement technologies: next generation sequencing and microarrays. We then move on to describing how raw data and experimental information are imported into R and how we use Bioconductor classes to organize these data, whether generated locally, or harvested from public repositories or institutional archives. Genomic features are generally identified using intervals in genomic coordinates, and highly efficient algorithms for computing with genomic intervals will be examined in detail. Statistical methods for testing gene-centric or pathway-centric hypotheses with genome-scale data are found in packages such as limma, some of these techniques will be illustrated in lectures and labs.",edX
129,https://online-learning.harvard.edu/course/data-analysis-life-sciences-6-high-performance-computing-reproducible-genomics?delta=0,Advanced Bioconductor,Data Science,self paced,Free*,Intermediate,"In this course, we begin with approaches to visualization of genome-scale data, and provide tools to build interactive graphical interfaces to speed discovery and interpretation. Using knitr and rmarkdown as basic authoring tools, the concept of reproducible research is developed, and the concept of an executable document is presented. In this framework reports are linked tightly to the underlying data and code, enhancing reproducibility and extensibility of completed analyses. We study out-of-memory approaches to the analysis of very large data resources, using relational databases or HDF5 as ""back ends"" with familiar R interfaces. Multiomic data integration is illustrated using a curated version of The Cancer Genome Atlas. Finally, we explore cloud-resident resources developed for the Encyclopedia of DNA Elements (the ENCODE project). These address transcription factor binding, ATAC-seq, and RNA-seq with CRISPR interference.",edX
130,https://online-learning.harvard.edu/course/data-analysis-life-sciences-7-case-studies-functional-genomics?delta=1,Case Studies in Functional Genomics,Data Science,self paced,Free*,Advanced,"We will explain how to perform the standard processing and normalization steps, starting with raw data, to get to the point where one can investigate relevant biological questions. Throughout the case studies, we will make use of exploratory plots to get a general overview of the shape of the data and the result of the experiment. We start with RNA-seq data analysis covering basic concepts and a first look at FASTQ files. We will also go over quality control of FASTQ files; aligning RNA-seq reads; visualizing alignments and move on to analyzing RNA-seq at the gene-level : counting reads in genes; Exploratory Data Analysis and variance stabilization for counts; count-based differential expression; normalization and batch effects. Finally, we cover RNA-seq at the transcript-level : inferring expression of transcripts (i.e. alternative isoforms); differential exon usage. We will learn the basic steps in analyzing DNA methylation data, including reading the raw data, normalization, and finding regions of differential methylation across multiple samples. The course will end with a brief description of the basic steps for analyzing ChIP-seq datasets, from read alignment, to peak calling, and assessing differential binding patterns across multiple samples.",edX
131,https://online-learning.harvard.edu/course/introduction-probability-edx?delta=2,Introduction to Probability (on edX),Mathematics,self paced,Free*,Intermediate,"Probability and statistics help to bring logic to a world replete with randomness and uncertainty. This course will give you the tools needed to understand data, science, philosophy, engineering, economics, and finance. You will learn not only how to solve challenging technical problems, but also how you can apply those solutions in everyday life.",edX
132,https://online-learning.harvard.edu/course/data-analysis-life-sciences-2-introduction-linear-models-and-matrix-algebra?delta=0,Introduction to Linear Models and Matrix Algebra,Data Science,self paced,Free*,Intermediate,"Matrix Algebra underlies many of the current tools for experimental design and the analysis of high-dimensional data. In this introductory data analysis course, we will use matrix algebra to represent the linear models that commonly used to model differences between experimental units. We perform statistical inference on these differences. Throughout the course, we will use the R programming language.",edX
133,https://online-learning.harvard.edu/course/statistics-and-r?delta=0,Statistics and R,Data Science,self paced,Free*,Intermediate,"We will learn the basics of statistical inference in order to understand and compute p-values and confidence intervals, all while analyzing data with R. We provide R programming examples in a way that will help make the connection between concepts and implementation. Problem sets requiring R programming will be used to test understanding and ability to implement basic data analyses. We will use visualization techniques to explore new data sets and determine the most appropriate approach. We will describe robust statistical techniques as alternatives when data do not fit assumptions required by the standard approaches. By using R scripts to analyze data, you will learn the basics of conducting reproducible research.",edX
134,https://online-learning.harvard.edu/course/data-analysis-life-sciences-3-statistical-inference-and-modeling-high-throughput-experiments?delta=0,Statistical Inference and Modeling for High-throughput Experiments,Data Science,self paced,Free*,Intermediate,"In this course, you’ll learn various statistics topics including multiple testing problems, error rates, error rate controlling procedures, false discovery rates, q-values, and exploratory data analysis. We then introduce statistical modeling and how it is applied to high-throughput data. In particular, we will discuss parametric distributions, including binomial, exponential, and gamma, and describe maximum likelihood estimation. We provide several examples of how these concepts are applied in next-generation sequencing and microarray data. Finally, we will discuss hierarchical models and empirical Bayes along with some examples of how these are used in practice. We provide R programming examples in a way that will help make the connection between concepts and implementation.",edX
135,https://online-learning.harvard.edu/course/data-analysis-life-sciences-2-introduction-linear-models-and-matrix-algebra?delta=0,Introduction to Linear Models and Matrix Algebra,Data Science,self paced,Free*,Intermediate,"Matrix Algebra underlies many of the current tools for experimental design and the analysis of high-dimensional data. In this introductory data analysis course, we will use matrix algebra to represent the linear models that commonly used to model differences between experimental units. We perform statistical inference on these differences. Throughout the course, we will use the R programming language.",edX
136,https://online-learning.harvard.edu/course/einstein-revolution?delta=1,The Einstein Revolution,Humanities,self paced,Free*,Introductory,"Albert Einstein has become the icon of modern science. Following his scientific, cultural, philosophical, and political trajectory, this course aims to track the changing role of physics in the 20th and 21st centuries. This history course addresses Einstein's engagement with relativity, quantum mechanics, Nazism, nuclear weapons, philosophy, the arts, and technology, and raises basic questions about what it means to understand physics in its broader history. Participants in the course will follow seventeen lessons, each of which will present a mix of science (no prerequisites!) and the broader, relevant cultural surround. Some weeks will examine the physics concepts, while others will see excerpts of films or discuss modernist poetry that took off from relativity. Or we might be looking at the philosophical roots and philosophical consequences of Einstein’s works. At other times we will be fully engaged with historical and political questions: the building, dropping, and proliferation of nuclear weapons, for example. Typically, in a lesson (about an hour of streamed material), there will be opportunities for individual mini-essay writing, some multiple choice questions to bolster your understanding of the science, and a group activity which might one week be a debate and another a collective commentary on elements of an artwork from 1920s Weimar Germany.",edX
137,https://online-learning.harvard.edu/course/einstein-revolution?delta=2,The Einstein Revolution,Humanities,self paced,Free*,Introductory,"Albert Einstein has become the icon of modern science. Following his scientific, cultural, philosophical, and political trajectory, this course aims to track the changing role of physics in the 20th and 21st centuries. This history course addresses Einstein's engagement with relativity, quantum mechanics, Nazism, nuclear weapons, philosophy, the arts, and technology, and raises basic questions about what it means to understand physics in its broader history. Participants in the course will follow seventeen lessons, each of which will present a mix of science (no prerequisites!) and the broader, relevant cultural surround. Some weeks will examine the physics concepts, while others will see excerpts of films or discuss modernist poetry that took off from relativity. Or we might be looking at the philosophical roots and philosophical consequences of Einstein’s works. At other times we will be fully engaged with historical and political questions: the building, dropping, and proliferation of nuclear weapons, for example. Typically, in a lesson (about an hour of streamed material), there will be opportunities for individual mini-essay writing, some multiple choice questions to bolster your understanding of the science, and a group activity which might one week be a debate and another a collective commentary on elements of an artwork from 1920s Weimar Germany.",edX
138,https://online-learning.harvard.edu/course/data-science-linear-regression?delta=4,Data Science: Linear Regression,Data Science,self paced,Free*,Introductory,"Linear regression is commonly used to quantify the relationship between two or more variables. It is also used to adjust for confounding. This course, part of our Professional Certificate Program in Data Science, covers how to implement linear regression and adjust for confounding in practice using R.",edX
